Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt,Habitat_Source,Source_Sheet,Month,Month_Name,Season,Start_Hour,Sky_Clean,Distance_Clean,Distance_Rank,Wind_Category,Disturbance_Level,Interval_Mid_Min,At_Risk
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587.0,REVI,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Fish Crow,Corvus ossifragus,179737.0,87112.0,FICR,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,6.25,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Fish Crow,Corvus ossifragus,179737.0,87112.0,FICR,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,8.75,True
GWMP,,GWMP 6,GWMP-0253,Forest,2018,2018-06-30,07:44:00,07:54:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,23.2,81.8,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,<= 50 Meters,1.0,Calm,Moderate,6.25,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,50 - 100 Meters,2.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,50 - 100 Meters,2.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,<= 50 Meters,1.0,Calm,Moderate,1.25,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Osprey,Pandion haliaetus,175590.0,81838.0,OSPR,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,<= 50 Meters,1.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,<= 50 Meters,1.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179045.0,93613.0,RWBL,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,50 - 100 Meters,2.0,Calm,Moderate,3.75,False
GWMP,,GWMP 6,GWMP-0256,Forest,2018,2018-06-30,08:28:00,08:38:00,Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,26.9,78.4,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Partly Cloudy,<= 50 Meters,1.0,Calm,Moderate,3.75,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,False,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,6.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,False,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,3.75,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Scarlet Tanager,Piranga olivacea,179883.0,88071.0,SCTA,False,True,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,1.25,True
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,False,Forest,GWMP,6,Jun,Summer,9,Clear,<= 50 Meters,1.0,Calm,Slight,3.75,False
GWMP,,GWMP 1,GWMP-0057,Forest,2018,2018-06-30,09:05:00,09:15:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,24.9,84.6,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,,True,Forest,GWMP,6,Jun,Summer,9,Clear,50 - 100 Meters,2.0,Calm,Slight,1.25,True
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,1.25,True
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Northern Flicker,Colaptes auratus,178154.0,84820.0,NOFL,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Calm,None,6.25,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Calm,None,1.25,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587.0,REVI,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,1.25,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,6.25,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,1.25,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Calm,None,3.75,True
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides pubescens,178259.0,84936.0,DOWO,False,True,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,3.75,True
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,Chimney Swift,Chaetura pelagica,178001.0,83046.0,CHSW,False,True,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,8.75,True
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Calm,None,3.75,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,3.75,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Calm,None,3.75,False
GWMP,,GWMP 1,GWMP-0058,Forest,2018,2018-06-30,08:50:00,09:00:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,Undetermined,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038.0,BGGN,False,False,24.3,84.9,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Calm,None,3.75,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,8.75,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,1.25,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179236.0,95300.0,AMGO,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,3.75,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156.0,WOTH,True,True,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,True
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846.0,EAWP,False,True,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,True
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865.0,RBWO,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,1.25,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,5 - 7.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587.0,REVI,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,6.25,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102.0,YBCU,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,50 - 100 Meters,2.0,Light Air,None,3.75,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,1.25,False
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,True,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,1.25,True
GWMP,,GWMP 1,GWMP-0086,Forest,2018,2018-06-30,08:18:00,08:28:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,23.4,82.9,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,,False,Forest,GWMP,6,Jun,Summer,8,Clear,<= 50 Meters,1.0,Light Air,None,6.25,False
GWMP,,GWMP 1,GWMP-0059,Forest,2018,2018-06-30,07:52:00,08:02:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179680.0,86252.0,BLJA,False,False,24.5,78.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,None,6.25,False
GWMP,,GWMP 1,GWMP-0059,Forest,2018,2018-06-30,07:52:00,08:02:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935.0,WBNU,False,False,24.5,78.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,None,3.75,False
GWMP,,GWMP 1,GWMP-0059,Forest,2018,2018-06-30,07:52:00,08:02:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,Undetermined,Wild Turkey,Meleagris gallopavo,176136.0,86451.0,WITU,False,False,24.5,78.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,None,6.25,False
GWMP,,GWMP 1,GWMP-0059,Forest,2018,2018-06-30,07:52:00,08:02:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876.0,CACH,False,True,24.5,78.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,True,Forest,GWMP,6,Jun,Summer,7,Clear,50 - 100 Meters,2.0,Calm,None,1.25,True
GWMP,,GWMP 1,GWMP-0059,Forest,2018,2018-06-30,07:52:00,08:02:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532.0,88296.0,CEDW,False,False,24.5,78.1,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,,False,Forest,GWMP,6,Jun,Summer,7,Clear,<= 50 Meters,1.0,Calm,None,3.75,False
